Employee ID,Name,Department,Salary
13632,Teiji Brattka,Sales,92450
13634,Bezalel Biros,Customer Service,61725
13634,Bezalel Biros,Production,61725
13635,Mani Lorys,Development,52270
13636,Petter Merel,Development,61942
13637,Zhigen Cesareni,Development,45542
13639,Marie Zeilberger,Development,74148
13640,Sashi Vanwelkenhuysen,Quality Management,91189
13641,Chandrasekaran Georgatos,Production,83349
13642,Inderjeet Luit,Marketing,64988
13643,Geoff Chenney,Development,94491
13644,Shmuel Spataro,Development,79779
13644,Shmuel Spataro,Research,79779
13646,Karlis Chinen,Development,62913
13647,Munehiro Sudbeck,Research,52663
13648,Zejun Lamba,Production,72263
13649,Serap Percebois,Production,77378
13650,Shaowei Chepyzhov,Sales,75194
13652,Eldridge Ramsak,Development,64938
13653,Kristen Iivonen,Human Resources,81926
13654,Hidde Sambasivam,Production,62599
13654,Hidde Sambasivam,Development,62599
13655,Luise DuCasse,Human Resources,64099
13656,Oldrich Ferretti,Sales,46827
13657,Arie Ramsey,Production,52802
13658,Adamantios Goodrum,Development,48409
13661,Marsal Kobara,Sales,93649
13662,Tianruo Zucker,Research,94779
13663,Ennio Poehlman,Research,55732
13663,Ennio Poehlman,Development,55732
13664,Snehasis Provine,Development,56007
13665,Vidar Perin,Production,80155
13666,Abdulah Haldar,Development,91543
13669,Hidde Peng,Production,79322
13670,Moti Takanami,Development,72929
13671,Alper Usdin,Quality Management,77656
13673,Kish Levasseur,Research,67743
13673,Kish Levasseur,Production,67743
13674,Shaowei Demri,Production,76733
13675,Fayez Woycyznski,Production,91082
13676,Gadiel Avouris,Sales,85424
13677,Masasuke Hiyoshi,Development,89968
13679,Hilari Kavanagh,Customer Service,46758
13680,Denny Speer,Sales,52195
13681,Kokou Toyoshima,Production,68970
13681,Kokou Toyoshima,Development,68970
13682,Margo Vanwelkenhuysen,Marketing,44471
13683,Zhilian Vakili,Development,58623
13685,Weicheng Hockney,Development,69847
13686,Parke Sadowsky,Finance,73468
13687,Neelam Kaminger,Customer Service,68897
13688,Mansur Wynblatt,Production,48742
13689,Macha Coorg,Quality Management,72857
13689,Macha Coorg,Development,72857
13690,Constantino Osgood,Sales,62783
13691,Sandeepan Schnelling,Sales,41963
13692,Yongdong Kisuki,Sales,72202
13694,Pragnesh Bodoff,Development,75050
13695,Sakthirel Tsukuda,Marketing,106788
13696,Kasturi Portugali,Development,89165
13697,Shuichi Weedon,Development,67172
13699,Zhiguo Kamber,Development,82091
13699,Zhiguo Kamber,Production,82091
13700,Mingdong Weedon,Sales,109066
13701,Kellyn Macedo,Production,56275
13702,Moie Mamelak,Production,76897
13704,Vishu Kumaresan,Production,73635
13705,Kwangho Coombs,Customer Service,53467
13707,Parviz Krzyzanowski,Production,69240
13708,Taizo Bolsens,Development,69641
13708,Taizo Bolsens,Research,69641
13709,Mamdouh Brendel,Sales,60616
13710,Moon Gyorkos,Development,42288
13711,Tesuro Pusterhofer,Customer Service,65653
13712,Olivera Docker,Human Resources,63434
13713,Nitsan Porenta,Human Resources,67396
13715,Licheng Range,Sales,98473
13716,Tamiya Peternell,Quality Management,58303
13716,Tamiya Peternell,Development,58303
13717,Shigenori Nilsson,Marketing,64335
13718,Lein Gronowski,Sales,90182
13719,Hugh Porotnikoff,Production,68051
13720,Rildo Braccini,Sales,88689
13721,Sugwoo Delgrossi,Sales,65650
13723,Magy Schnelling,Sales,68230
13724,Wuxu Vrecion,Development,46024
13725,Ramalingam Yamaashi,Development,67429
13726,Nahum Aseltine,Customer Service,92579
13726,Nahum Aseltine,Marketing,92579
13727,Vitali Merey,Human Resources,53102
13728,Insup Swab,Production,73030
13729,Shahab Farrel,Development,57953
13730,Munehiro Kalorkoti,Marketing,75310
13732,Danae Hutter,Quality Management,82889
13734,Toshimi Demeyer,Research,76317
13735,Feipei McAlpine,Customer Service,45784
13735,Feipei McAlpine,Production,45784
13736,Pranas Albarhamtoshy,Sales,83783
13737,Supot Fairtlough,Development,87639
13738,Bangqing Mitchem,Development,60469
13740,Rafols Taubman,Development,49957
13741,Shichao Auyong,Production,64290
13742,Radoslaw Muniz,Production,82680
13743,Bezalel Ruemmler,Customer Service,47986
13744,Hisao Quittner,Development,85537
13745,Ung Camurati,Quality Management,67705
13745,Ung Camurati,Production,67705
13746,Uwe Serra,Development,46916
13748,Horward Delgrossi,Research,87954
13749,Ennio Azevdeo,Quality Management,83206
13750,Giao Fendler,Production,64160
13751,Sasan Litzkow,Marketing,91533
13752,Kwangho Otillio,Sales,75242
13754,Jongsuk Bahr,Sales,92699
13754,Jongsuk Bahr,Finance,92699
13756,Elliott Benveniste,Development,68320
13757,Soenke Demir,Development,74459
13758,Subhrajyoti Sidou,Sales,83188
13759,Bokyung Vingron,Research,77665
13761,Fabrizio Atrawala,Production,48712
13762,Fumino Choobineh,Sales,117377
13763,Etsuo Tsukune,Sales,99196
13763,Etsuo Tsukune,Customer Service,99196
13764,Demin Usery,Sales,75890
13765,Raimond Mitzlaff,Human Resources,66025
13766,Tremaine Heemskerk,Customer Service,65504
13767,Sasan Plessier,Production,57426
13769,Yakichi Trogemann,Sales,81022
13770,Eirik Koyama,Sales,94151
13771,Franziska Yavatkar,Customer Service,59895
13772,Khalil Klyachko,Quality Management,74363
13774,Ramzi Barbanera,Research,105012
13774,Ramzi Barbanera,Development,105012
13775,Arve Maierhofer,Sales,107226
13776,Marjo Brookner,Marketing,64325
13777,Nidapan Range,Human Resources,68196
13779,Duri Ranta,Quality Management,55355
13781,Vivian Ferretti,Development,51045
13782,Akemi Iwayama,Marketing,76994
13784,Surveyors Ranst,Marketing,107893
13784,Surveyors Ranst,Sales,107893
13785,Shietung Legleitner,Sales,84903
13786,Takushi Berendt,Sales,95944
13787,Xiaobin Sinicrope,Production,54237
13789,Ramalingam Ranst,Production,104703
13791,Alair Middleton,Production,54177
13792,Valery Sury,Finance,94994
13793,Mokhtar Rosar,Production,68836
13794,Hilari Rosti,Production,67371
13794,Hilari Rosti,Customer Service,67371
13796,Paloma Thorelli,Development,65388
13797,Juyoung Leonhardt,Research,66789
13798,Khosrow Tischendorf,Production,68266
13799,Chriss Backhouse,Quality Management,56528
13800,Nikolaus Gammage,Quality Management,46204
13802,Saniya Benzmuller,Human Resources,67154
13802,Saniya Benzmuller,Finance,67154
13803,Matk Chiodo,Development,68113
13804,Kristian Nitto,Marketing,59065
13805,Barry Veldwijk,Sales,93597
13806,Abdelwaheb Nitsch,Development,66586
13808,Becky Stentiford,Sales,94005
13809,Kiyotoshi Basagni,Customer Service,80702
13811,Kien Azadmanesh,Production,79551
13812,Fumiko Sury,Marketing,74848
13812,Fumiko Sury,Sales,74848
13815,Guadalupe Plotkin,Production,75547
13816,Miquel Maksimenko,Development,76104
13817,Mingdong Sullins,Human Resources,78422
13819,Honglan Percebois,Production,49723
13820,Zhensheng Marchesini,Human Resources,67506
13821,Snehasis Nooteboom,Research,58943
13823,Ebru Montemayor,Development,69607
13824,Jaroslava Oppitz,Development,54652
13825,Arlette Pell,Production,92544
13826,Zhigen Greenaway,Marketing,108154
13827,Subbu Castellani,Customer Service,71098
13830,Arunachalam Demri,Finance,93479
13831,Yinghua Rikino,Production,52129
13833,Sumali Grospietsch,Development,83791
13834,True Peternell,Development,49626
13836,Taiji Przulj,Sales,91847
13837,Tsz Seuren,Development,77558
13838,Giao Stellhorn,Customer Service,67392
13839,Waiman Weedon,Development,45538
13841,Christophe Spinelli,Production,71312
13841,Christophe Spinelli,Quality Management,71312
13842,Juichirou Cichocki,Research,65830
13843,Bernd Stafford,Production,53108
13844,Jianhua Vural,Marketing,48093
13845,Alejandro Ritcey,Sales,105381
13846,Guiseppe Welham,Research,94682
13847,Dhritiman Gulik,Production,44322
13849,Lillian Dymetman,Development,67110
13850,Hyuckchul Kroft,Production,71849
13850,Hyuckchul Kroft,Quality Management,71849
13851,Anyuan Gurbaxani,Development,70731
13852,Alassane Silva,Development,61873
13853,Mingsen Roohalamini,Research,75550
13855,Zhensheng Argence,Production,81672
13856,Xiping Conta,Sales,94391
13857,Mostafa Ferriere,Production,69785
13858,Subir Sanella,Research,76407
13859,Anoosh Fujisawa,Development,69876
13860,Wojceich Papastamatiou,Marketing,73864
13861,Parke Serna,Development,51032
13861,Parke Serna,Research,51032
13863,Reinhard Baig,Sales,107181
13864,Gladys Attimonelli,Production,96758
13865,Junsik Peir,Sales,79534
13866,Macha Fargier,Sales,82757
13867,Taisook Litzler,Production,81590
13868,Lidong Rosin,Production,74777
13870,Theirry Kirkerud,Production,53963
13870,Theirry Kirkerud,Quality Management,53963
13871,Anoosh Plavsic,Sales,74525
13872,Breannda Gilg,Development,53213
13873,Itzchak Msuda,Quality Management,63954
13875,Genta Manders,Production,66238
13876,Fatemeh Swan,Human Resources,81578
13877,Kristen Trelles,Quality Management,44742
13878,Shigeaki Eiron,Sales,80578
13879,Valery Ambroszkiewicz,Production,72091
13880,Bedrich Mandell,Finance,70606
13880,Bedrich Mandell,Human Resources,70606
13881,Mary Monarch,Development,69266
13882,Saeed Zallocco,Production,59611
13884,Kensei Swift,Production,53144
13886,Shunichi Tischendorf,Research,77778
13887,Abdulla Heydon,Development,88278
13888,Xuedong Reghbati,Development,53556
13888,Xuedong Reghbati,Quality Management,53556
13889,Yaghout Wossner,Customer Service,51242
13890,Marin Antonisse,Human Resources,86014
13891,Mokhtar Parascandalo,Sales,68153
13892,Ramzi Nastansky,Development,55863
13894,Ult Schonegge,Production,72489
13895,Surveyors Chinin,Production,60442
13896,Gadiel Karnin,Production,71079
13897,JoAnna Hardjono,Development,75049
13898,Oguz Hiroyama,Sales,69272
13899,Mostafa Crouzet,Production,54587
13899,Mostafa Crouzet,Quality Management,54587
13900,Zita Waterhouse,Development,46126
13901,Woody Varman,Production,59961
13903,Sudhanshu Pileggi,Production,50559
13904,Youngkon Cairo,Development,97172
13905,Otilia Haddadi,Development,76047
13906,Serif Dalton,Quality Management,56963
13907,Lijia Demos,Development,68179
13908,Nechama Koprowski,Production,56510
13910,Danae Szmurlo,Development,74965
13911,Fen Jansen,Marketing,81346
13912,Niclas Blokdijk,Production,63043
13913,Xinan Yoshizawa,Production,43563
13915,Oguz Bouloucos,Development,60603
13917,Shahaf Felder,Production,80618
13918,Marco Thebaut,Production,53459
13919,Brewster Sinicrope,Production,57611
13919,Brewster Sinicrope,Customer Service,57611
13920,Naftali Rodham,Research,65035
13922,Jinpo Langford,Finance,108647
13924,Mary DasSarma,Production,60001
13925,Marko Masada,Production,43857
13926,Ekawit Puppe,Marketing,89119
13927,Fayez Jayawardene,Human Resources,52780
13928,Mahmut Nitta,Sales,92602
13929,Kensyu Reinhart,Production,75507
13929,Kensyu Reinhart,Development,75507
13931,Sushant Vieri,Production,70235
13932,Tommaso Simmel,Finance,50071
13933,Jamaludin Benzaken,Quality Management,76013
13934,Shiv Bratsberg,Development,73378
13936,Tsz Hambrick,Human Resources,56266
13937,Anestis Egerstedt,Human Resources,55189
13938,Rosella Lueh,Development,73979
13939,Reinhold Cherinka,Customer Service,64601
13941,IEEE Schapire,Sales,69801
13942,Elzbieta Esteva,Development,53171
13943,Maya Plump,Sales,103703
13944,Takahito Maierhofer,Development,67660
13945,Yuguang Hooghiemstra,Customer Service,48548
13946,Atilio Sgarro,Quality Management,69763
13947,Gal Nishimukai,Sales,90365
13948,Xiaocheng Hanratty,Finance,51555
13950,Palash Kusakabe,Quality Management,64704
13950,Palash Kusakabe,Production,64704
13951,Mooi Genther,Sales,112024
13952,Saeed Schlegelmilch,Development,63138
13953,Gully Kobuchi,Development,45911
13954,Junsik Schwartzbauer,Development,89822
13955,Shem Munck,Quality Management,78310
13956,Arvind Kusakabe,Production,64827
13958,Shugo Dahlbom,Production,71232
13959,Danae Apsitis,Production,69719
13959,Danae Apsitis,Development,69719
13960,Nechama Hettesheimer,Finance,56369
13961,Munir Hempstead,Production,79194
13962,Maris Ghelli,Production,86434
13963,Aimee Brookner,Marketing,70514
13966,Boguslaw Cooman,Customer Service,64854
13967,Ymte Pettis,Customer Service,72809
13967,Ymte Pettis,Production,72809
13968,Selwyn Unni,Development,56323
13969,Jianwen Chandrasekhar,Development,95313
13970,Howell Passafiume,Production,89463
13971,Felicidad Janetzko,Development,54024
13972,Seongbin Walston,Development,75331
13975,Jamaludin Peternell,Sales,97978
13976,Bedir Peac,Production,60450
13977,JiYoung Conti,Production,51252
13977,JiYoung Conti,Customer Service,51252
13978,Mayuko Bardell,Sales,117827
13980,Mohammad Baalen,Customer Service,54749
13981,Tetsushi Stavenow,Development,64482
13982,Marsja Vieri,Marketing,78128
13983,Sarita Siepmann,Sales,79447
13985,Slavian Guerreiro,Development,80307
13987,Huican Fujisaki,Development,69305
13987,Huican Fujisaki,Production,69305
13989,Hitomi Hebert,Development,52730
13990,Deborah Schapiro,Development,85263
13991,Adel Brobst,Production,50547
13992,Ulises Kenevan,Finance,115268
13993,Troy Marciano,Sales,82093
13995,Premsyl Delgrossi,Production,87941
13997,Angus Hainaut,Production,57924
13998,Changho Fujisaki,Development,85872
13999,Florian Crouzet,Human Resources,54704
14000,Falguni Engberts,Sales,71905
14001,Mohammad Wynblatt,Human Resources,60015
14003,Masato Karner,Production,58639
14004,Arto Wendorf,Development,89464
14005,Vojin Stellhorn,Development,65252
14005,Vojin Stellhorn,Quality Management,65252
14007,Shiv Jervis,Finance,105453
14008,Ulises Cronin,Quality Management,70039
14009,Snehasis Greibach,Sales,86777
14010,Sushant Preusig,Human Resources,63786
14011,Katsuo Peris,Development,55384
14012,Yishai Hanratty,Development,56089
14014,Adas Rassart,Quality Management,65818
14015,Manibrata Picaronny,Quality Management,69156
14015,Manibrata Picaronny,Production,69156
14016,Shimshon Alencar,Production,84791
14017,Candido Pavlopoulou,Marketing,55662
14018,Mohammad Erva,Human Resources,57709
14019,Xinyu Fargier,Development,53627
14020,Maik Zaiane,Research,59502
14021,Golgen Langford,Production,67725
14024,Naftali Lukaszewicz,Production,69454
14025,Stevo Takanami,Finance,67399
14025,Stevo Takanami,Sales,67399
14026,Luerbio Fontan,Development,61826
14027,Manohar Gladwell,Development,73733
14028,Itzchak Sury,Sales,89169
14029,Doohun Luders,Customer Service,50138
14030,Guadalupe Hiroyama,Production,76058
14031,Joydip Bashian,Development,71020
14033,Emran Erdmenger,Production,57261
14034,Aloys Seghrouchni,Finance,95058
14035,Tua Gadepally,Development,71360
14035,Tua Gadepally,Research,71360
14036,Bogdan Schaad,Sales,78670
14038,Tokuyasu Plesums,Development,72335
14039,Ugo Butterworth,Development,59962
14040,Shaz Bahl,Development,75178
14041,Shan DeMori,Marketing,84954
14042,Valdiodio Kleiser,Production,58834
14043,Manohar Dulin,Production,90130
14043,Manohar Dulin,Quality Management,90130
14044,Muneo Peltason,Production,77597
14046,Elzbieta Perin,Research,68688
14047,Brewster Slobodova,Production,61577
14048,Haldon McAlpine,Research,56022
14049,Becky Pelz,Development,57111
14050,Duangkaew Botman,Sales,81640
14051,Constantijn Sullins,Development,54715
14052,Mingdong Shrader,Production,63160
14053,Kazuhiro Haraldson,Development,59718
14053,Kazuhiro Haraldson,Research,59718
14055,Mircea Falck,Production,64134
14056,Moto Ferriere,Development,76933
14057,Boriana Beidas,Production,73737
14058,Huai Kobara,Production,67401
14059,Stella Scallan,Production,55309
14060,Maris Coorg,Production,57221
14061,Constantino Pell,Development,72730
14062,Khalid Luon,Production,96539
14062,Khalid Luon,Quality Management,96539
14064,Jayesh Ebeling,Research,74843
14065,Bikash Stanger,Sales,84717
14066,Gennadi Marrakchi,Sales,75543
14067,Godehard Trachtenberg,Production,61353
14068,Franziska Yamaashi,Customer Service,49698
14069,Sibyl Yurek,Production,51146
14070,Takanari Peternell,Research,59056
14071,Tristan Manderick,Sales,97435
14071,Tristan Manderick,Marketing,97435
14073,Fumino Rajcani,Customer Service,71963
14074,Toshimori Wendorf,Quality Management,49450
14075,Denny Tchuente,Development,63972
14078,Frederique Chimia,Development,77610
14079,Augustine Manderick,Production,51899
14081,Alain Fontet,Sales,58469
14082,Siddarth Krychniak,Sales,110411
14083,Sashi Figueira,Production,71350
14084,Deniz Halloran,Development,42129
14086,Willard Syrotiuk,Sales,84076
14087,Aron Peir,Production,58236
14088,Mori Leslie,Research,59445
14089,Cordelia Anguita,Development,71136
14090,Hidefumi Barvinok,Production,111035
14090,Hidefumi Barvinok,Research,111035
14092,Yahiko Acton,Finance,75400
14093,Atreye Ritzmann,Development,54661
14094,Masaru Gajiwala,Development,100451
14095,Tonia Underwood,Sales,91722
14096,Sadun Baez,Marketing,46125
14097,Khalil Gniady,Finance,77033
14098,Youssef Frezza,Development,110646
14099,Mack Poujol,Development,50537
14099,Mack Poujol,Customer Service,50537
14101,Shih Jiang,Production,57248
14103,Samphel Uchoa,Development,72121
14104,Sudhanshu Demian,Human Resources,61757
14105,Ramachenga Orlowski,Sales,93237
14107,Xiahua Rindone,Marketing,105037
14110,Horward Kisuki,Marketing,107722
14111,Leszek Cummings,Customer Service,73753
14112,Younwoo McDermid,Marketing,68332
14114,Richara Demian,Finance,66231
14115,Francesca Mayerwieser,Finance,99195
14117,Janche Pehl,Customer Service,63558
14118,Kasturi Anido,Customer Service,70270
14119,Katsuo Georgakopoulos,Customer Service,94017
14119,Katsuo Georgakopoulos,Sales,94017
14120,Horward Rabejac,Production,62899
14121,Arup Barreiro,Quality Management,87542
14122,Masato Erde,Sales,77430
14123,Tse Thambidurai,Quality Management,54833
14125,Taisook Ertl,Sales,69220
14126,Neven Gubsky,Production,75129
14127,Magdalena Cannard,Production,65738
14128,Mountaz Munck,Production,60043
14129,Kitty Steenbeek,Production,82756
14129,Kitty Steenbeek,Development,82756
14130,Yuuichi Stroustrup,Marketing,50466
14132,Phillip Rotem,Production,51375
14133,Gou Demri,Development,64775
14134,Leen Peek,Production,51274
14135,Yunming Emmerich,Production,69218
14136,Vasilii Chappelet,Development,85044
14137,Takahito Coors,Marketing,97468
14138,Zhigen Peternell,Quality Management,77584
14140,Kiam Ramamoorthy,Finance,72077
14140,Kiam Ramamoorthy,Human Resources,72077
14141,Rance Takkinen,Production,48005
14142,Macha Beausoleil,Sales,99645
14143,Vivian Hasenauer,Quality Management,72651
14145,Mandell Baranowski,Production,52838
14146,Hauke Sidou,Production,47699
14147,Sasan Rande,Quality Management,46231
14148,Jungsoon Hartvigsen,Production,60827
14149,Wonhee Parascandalo,Research,52275
14149,Wonhee Parascandalo,Development,52275
14150,Yuqun Akiyama,Human Resources,51141
14151,Mariangiola Esposito,Development,46832
14152,Vishu Cesareni,Quality Management,73305
14154,Susumu Mapelli,Research,73884
14155,Krister Ghelli,Human Resources,46514
14156,Emdad Kading,Sales,91309
14157,Youngkon Hutter,Production,60497
14158,Caolyn Setiz,Sales,93254
14159,Theron Marrakchi,Production,79497
14159,Theron Marrakchi,Development,79497
14160,Shaowen Hofting,Sales,90504
14162,Gou Cannard,Human Resources,73944
14163,Arie Hoppenstand,Quality Management,84203
14164,Kiyomitsu Mayerwieser,Production,58483
14165,Aloke Cunliffe,Human Resources,66988
14166,Itzchak Speer,Human Resources,67281
14167,Adas Hertweck,Production,65952
14168,Jiann Denis,Development,50942
14169,Xiping Rubsam,Finance,87234
14171,Gift Garnham,Development,106423
14172,Vasilis Nitsch,Sales,74081
14173,Qingxiang Serot,Production,64475
14175,Kazuhiro Eppinger,Development,75162
14177,Gino Stille,Marketing,65402
14178,Stepehn Begiun,Customer Service,47338
14179,Sverrir Emiris,Customer Service,60268
14179,Sverrir Emiris,Sales,60268
14180,Arumugam Bernatsky,Development,68795
14181,Persi Gecsel,Sales,61606
14182,Abdulla Encarnacion,Sales,100642
14184,Nalini Barvinok,Sales,101604
14185,Garnik Swiler,Marketing,77708
14186,Mani Schneeberger,Production,74328
14187,Susuma Peot,Sales,89245
14188,Taegyun Bharadwaj,Development,54354
14189,Nahla Tsukuda,Sales,86393
14189,Nahla Tsukuda,Marketing,86393
14190,Leon Tomescu,Production,62095
14191,Jiann Luby,Development,69365
14193,Lucien Kornyak,Development,72656
14194,Vidya Schiettecatte,Development,54606
14196,Mikhail Feinberg,Production,50857
14198,Guoxiang Rodier,Production,72091
14199,Tomoyuki Peek,Production,55456
14200,Masali Sankaranarayanan,Sales,58263
14200,Masali Sankaranarayanan,Marketing,58263
14201,Chirstian Carrere,Development,86102
14202,Shooichi Marciano,Development,80123
14203,Chenye Fiebach,Production,76240
14205,Rosella Tsukuda,Customer Service,54541
14207,Franziska Schaaf,Customer Service,51417
14209,Masanao Kusakabe,Research,61336
14210,Arvind Poujol,Marketing,65256
14211,Koldo Sewelson,Production,78064
14212,Jaana Bardell,Development,99207
14213,Kinh Radwan,Development,52276
14214,True Swen,Production,53884
14216,Vitali Worfolk,Development,43263
14217,Nimmagadda Calkin,Human Resources,54867
14217,Nimmagadda Calkin,Finance,54867
14218,Heeju Beznosov,Human Resources,66696
14219,Yinlin Grabner,Development,80924
14220,Tomofumi Pargas,Production,87470
14221,Zhiwei Maginnis,Sales,72321
14222,Shaleah Luders,Marketing,87943
14223,Krisda Swiss,Production,58645
14225,Sham Esposito,Development,64698
14226,Chirstian Restivo,Development,86937
14228,Mototsugu Michaeli,Development,72580
14229,Remko Schahn,Finance,78016
14230,Uwe Koshiba,Development,74759
14231,Serenella Madeira,Production,64874
14232,Masali Bojadziev,Development,62568
14233,Zijian Blokdijk,Customer Service,56339
14234,Alair Servi,Human Resources,72415
14236,Xuedong Angiulli,Research,61367
14237,Abdulla Gerlach,Production,97969
14237,Abdulla Gerlach,Customer Service,97969
14238,Barton Puoti,Sales,118521
14239,Martijn Wallrath,Marketing,82464
14240,Kiyomitsu Schiettecatte,Research,70345
14241,Zhonghui Ranze,Sales,81962
14242,Sudhanshu Benaini,Customer Service,84725
14244,Mahmut Mullainathan,Production,96910
14245,Boalin Byoun,Development,52267
14246,Subhada Piazza,Development,61387
14248,Mark Alblas,Development,70057
14248,Mark Alblas,Quality Management,70057
14249,Kiyokazu Schwaller,Production,51132
14251,Ingemar Werthner,Research,64204
14252,Weiyi Fargier,Sales,51486
14253,Mart Mattern,Human Resources,71085
14255,Shigeo Tramer,Finance,77741
14257,Kwok Massonet,Customer Service,47091
14257,Kwok Massonet,Production,47091
14258,Haldun Rothenberg,Development,81785
14259,Aleksandar Kisuki,Development,55438
14260,Arlette Aloia,Human Resources,56579
14261,Bokyung Byoun,Production,60966
14262,Mizuhito Flexer,Customer Service,58535
14263,Pranay Rattan,Development,61440
14264,Marco Dulin,Sales,87420
14266,Bedir Perry,Development,47692
14267,Alair Kemmerer,Human Resources,46527
14269,Avishai Chiola,Marketing,66866
14270,Siddarth Selvestrel,Production,60418
14271,Rosita Bernatsky,Customer Service,69968
14273,Atreye Benveniste,Sales,77355
14274,Shigeaki Radivojevic,Finance,96210
14276,Kazuyasu Milicia,Research,57346
14276,Kazuyasu Milicia,Development,57346
14277,Xiong Gente,Development,51529
14278,Kazuhiro Schapiro,Sales,64121
14280,Djelloul Viele,Marketing,64009
14281,Hidekazu Stavenow,Production,61114
14282,Claudi Aumann,Sales,104934
14283,Rimli Kowalchuk,Marketing,84523
14284,Aleksander Thiria,Development,94395
14285,Deborah Peck,Human Resources,72568
14286,Chenxi Rodite,Development,59908
14288,Kayoko Sevcikova,Development,94167
14290,Miyeon Olivero,Production,94612
14291,Berhard Rodier,Production,65348
14292,Susanna Vigier,Research,68416
14294,Jaber Hegner,Customer Service,58875
14295,Hongzhu Bisiani,Production,41503
14297,Honglan Yeung,Production,77010
14297,Honglan Yeung,Quality Management,77010
14298,Chriss Granlund,Production,48115
14299,Manu Kitsuregawa,Marketing,106169
14301,Deborah Rabejac,Development,78124
14302,Rosita Comellas,Quality Management,55826
14303,Weicheng Deverell,Production,63289
14304,Zejun Hiltgen,Customer Service,51776
14305,Duri Bazelow,Production,63618
14307,Yinlin Wrigley,Production,72262
14307,Yinlin Wrigley,Development,72262
14308,Geoffrey Zizka,Production,47557
14310,Marlo Leuchs,Sales,79291
14311,Shigeo Serre,Research,50859
14312,Demin Grabner,Development,78989
14313,Armond Muntz,Research,41547
14314,Baziley Fujisaki,Marketing,90669
14316,Lihong Vernadat,Quality Management,71894
14317,Reuven Rothe,Development,59326
14318,Moie Kilgore,Research,73866
14319,Yoshimitsu Lammel,Development,48406
14320,Sreenivas Schaar,Production,77932
14321,Shugo Falby,Finance,100000
14322,Shem Kakkad,Development,55620
14323,Golgen Leslie,Customer Service,43173
14323,Golgen Leslie,Production,43173
14325,Qingxiang Lampe,Sales,61342
14326,Iara Speckmann,Development,52403
14327,Jianwen Leaver,Production,69947
14328,Perry Randi,Customer Service,52987
14329,Nikolaus Bakhtari,Production,68905
14330,Felicidad Brizzi,Development,59696
14331,Susumu Plessier,Development,47721
14332,Wilmer Nitto,Development,53980
14332,Wilmer Nitto,Production,53980
14334,Pradeep Waleschkowski,Production,78786
14335,Mark Fraisse,Development,56335
14336,Rafail Passafiume,Marketing,72957
14338,Behnaam Pelz,Quality Management,74197
14339,Hatem Fiebach,Production,85341
14340,Vitaly Wixon,Production,66616
14341,Giri Kumaresan,Research,74000
14341,Giri Kumaresan,Development,74000
14342,Hairong Iacovou,Development,86030
14343,Pranav Rotem,Sales,87703
14344,Otilia Buescher,Production,72172
14346,Yuguang Felcyn,Production,76370
14347,Halsur McFarlin,Development,61647
14349,Taegyun McFarlin,Development,78161
14351,Randy Zultner,Development,72459
14351,Randy Zultner,Production,72459
14352,Sudhanshu Braccini,Production,51597
14353,Patricia Ghandeharizadeh,Development,76677
14354,Mong Bojadziev,Sales,79298
14355,Manu Castellani,Development,76872
14356,Remko Zeidenstein,Production,70110
14357,Maria Siegrist,Sales,75377
14358,Samphel Serre,Research,80845
14360,Janche Erbe,Research,52077
14361,Mizuhito Pocchiola,Quality Management,51392
14361,Mizuhito Pocchiola,Development,51392
14362,Michaela Kleiser,Finance,84312
14363,Phule Yemenis,Quality Management,96691
14364,Remzi Lund,Sales,73707
14366,Gererd Laventhal,Sales,96471
14367,Dung Muhlberg,Research,51454
14368,Akemi Conde,Production,50764
14369,Hiroyasu Cardazo,Development,66003
14370,Heon Perl,Human Resources,61587
14371,Yongdong Rousseau,Development,52792
14372,Saniya Srimani,Development,62269
14372,Saniya Srimani,Research,62269
14374,Berthier Tomescu,Production,77974
14375,Tokuyasu Eickenmeyer,Sales,77817
14376,Munenori Serdy,Production,72176
14377,Siddarth Conry,Quality Management,68606
14381,Danco Weedon,Sales,80329
14382,Zhigen Sichman,Sales,76012
14383,Chuanti Terekhov,Finance,51133
14384,Tomofumi Holburn,Development,82437
14385,Chanjung Vendrig,Development,56288
14386,Willard Foong,Development,56481
14388,Arch Remmers,Marketing,79761
14389,Aiman Middleton,Development,70775
14390,Weiru Jakobus,Quality Management,58607
14390,Weiru Jakobus,Production,58607
14391,Haldon Pesch,Customer Service,71011
14392,Froduald Laventhal,Production,60409
14393,Jianhua Kolinko,Production,61857
14394,Kinh Zaumen,Customer Service,66520
14396,Charmane Gubsky,Sales,94207
14397,Feixiong Hardjono,Sales,85071
14398,Kristinn Parascandalo,Finance,46593
14399,Gopalakrishnan Dalphin,Marketing,103988
14400,Masanao Kumaresan,Production,66596
14400,Masanao Kumaresan,Development,66596
14401,Shigeichiro Antonakopoulos,Development,51231
14402,Mooi Peac,Quality Management,63924
14403,Stella Christ,Marketing,64343
14405,Cathie Casperson,Quality Management,70107
14406,Tsutomu Tanemo,Quality Management,89001
14407,Goncalo Imataki,Production,59544
14409,Uta Pettis,Sales,115776
14410,Chuanti Emden,Production,66307
14410,Chuanti Emden,Customer Service,66307
14411,Hiroyasu Validov,Development,64722
14413,Shim Masand,Sales,85878
14414,Constantine Farrar,Production,84962
14415,Yuriy Brookman,Production,46360
14416,Bouchung Caine,Quality Management,82948
